"SubjectId","Activity","variable","value"
"TestSubject_20","WALKING","GroupedMean_tBodyAcc-mean()-X",0.272589336470588
"TestSubject_20","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.296144421355556
"TestSubject_20","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.252098317156863
"TestSubject_24","LAYING","GroupedMean_tBodyAcc-mean()-X",0.272850494930556
"TestSubject_24","SITTING","GroupedMean_tBodyAcc-mean()-X",0.273475690147059
"TestSubject_24","STANDING","GroupedMean_tBodyAcc-mean()-X",0.280348883913043
"TestSubject_24","WALKING","GroupedMean_tBodyAcc-mean()-X",0.276980816034483
"TestSubject_24","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.288631208909091
"TestSubject_24","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.269881106779661
"TestSubject_4","LAYING","GroupedMean_tBodyAcc-mean()-X",0.263559214981481
"TestSubject_4","SITTING","GroupedMean_tBodyAcc-mean()-X",0.27153827992
"TestSubject_4","STANDING","GroupedMean_tBodyAcc-mean()-X",0.280499745892857
"TestSubject_4","WALKING","GroupedMean_tBodyAcc-mean()-X",0.278582015166667
"TestSubject_4","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.279965329555556
"TestSubject_4","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.270876696730769
"TestSubject_9","LAYING","GroupedMean_tBodyAcc-mean()-X",0.2591955368
"TestSubject_9","SITTING","GroupedMean_tBodyAcc-mean()-X",0.24832674354
"TestSubject_9","STANDING","GroupedMean_tBodyAcc-mean()-X",0.282310057333333
"TestSubject_9","WALKING","GroupedMean_tBodyAcc-mean()-X",0.278502842115385
"TestSubject_9","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.295923445
"TestSubject_9","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.262436475714286
"TrainSubject_1","LAYING","GroupedMean_tBodyAcc-mean()-X",0.22159824394
"TrainSubject_1","SITTING","GroupedMean_tBodyAcc-mean()-X",0.261237565425532
"TrainSubject_1","STANDING","GroupedMean_tBodyAcc-mean()-X",0.278917629056604
"TrainSubject_1","WALKING","GroupedMean_tBodyAcc-mean()-X",0.277330758736842
"TrainSubject_1","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.289188320408163
"TrainSubject_1","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.255461689622641
"TrainSubject_11","LAYING","GroupedMean_tBodyAcc-mean()-X",0.280592970877193
"TrainSubject_11","SITTING","GroupedMean_tBodyAcc-mean()-X",0.276590197358491
"TrainSubject_11","STANDING","GroupedMean_tBodyAcc-mean()-X",0.277715562765957
"TrainSubject_11","WALKING","GroupedMean_tBodyAcc-mean()-X",0.271821892881356
"TrainSubject_11","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.291605631956522
"TrainSubject_11","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.263775859277778
"TrainSubject_14","LAYING","GroupedMean_tBodyAcc-mean()-X",0.233275439803922
"TrainSubject_14","SITTING","GroupedMean_tBodyAcc-mean()-X",0.279990577037037
"TrainSubject_14","STANDING","GroupedMean_tBodyAcc-mean()-X",0.280545613833333
"TrainSubject_14","WALKING","GroupedMean_tBodyAcc-mean()-X",0.271959598644068
"TrainSubject_14","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.293422115555556
"TrainSubject_14","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.26242106612963
"TrainSubject_15","LAYING","GroupedMean_tBodyAcc-mean()-X",0.2894756525
"TrainSubject_15","SITTING","GroupedMean_tBodyAcc-mean()-X",0.27290337979661
"TrainSubject_15","STANDING","GroupedMean_tBodyAcc-mean()-X",0.278915803962264
"TrainSubject_15","WALKING","GroupedMean_tBodyAcc-mean()-X",0.273899207962963
"TrainSubject_15","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.280198851190476
"TrainSubject_15","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.270187595833333
"TrainSubject_16","LAYING","GroupedMean_tBodyAcc-mean()-X",0.274227162571429
"TrainSubject_16","SITTING","GroupedMean_tBodyAcc-mean()-X",0.280768574492754
"TrainSubject_16","STANDING","GroupedMean_tBodyAcc-mean()-X",0.283497402948718
"TrainSubject_16","WALKING","GroupedMean_tBodyAcc-mean()-X",0.276023564509804
"TrainSubject_16","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.295586802191489
"TrainSubject_16","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.255986102627451
"TrainSubject_17","LAYING","GroupedMean_tBodyAcc-mean()-X",0.269780085577465
"TrainSubject_17","SITTING","GroupedMean_tBodyAcc-mean()-X",0.2773570196875
"TrainSubject_17","STANDING","GroupedMean_tBodyAcc-mean()-X",0.277942503333333
"TrainSubject_17","WALKING","GroupedMean_tBodyAcc-mean()-X",0.272341855245902
"TrainSubject_17","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.29391828326087
"TrainSubject_17","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.252604768583333
"TrainSubject_19","LAYING","GroupedMean_tBodyAcc-mean()-X",0.272653733493976
"TrainSubject_19","SITTING","GroupedMean_tBodyAcc-mean()-X",0.273830316164384
"TrainSubject_19","STANDING","GroupedMean_tBodyAcc-mean()-X",0.27817226
"TrainSubject_19","WALKING","GroupedMean_tBodyAcc-mean()-X",0.273931172307692
"TrainSubject_19","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.262688053871795
"TrainSubject_19","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.242118808925
"TrainSubject_21","LAYING","GroupedMean_tBodyAcc-mean()-X",0.271325472455556
"TrainSubject_21","SITTING","GroupedMean_tBodyAcc-mean()-X",0.277539616823529
"TrainSubject_21","STANDING","GroupedMean_tBodyAcc-mean()-X",0.27695224258427
"TrainSubject_21","WALKING","GroupedMean_tBodyAcc-mean()-X",0.279183526730769
"TrainSubject_21","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.3014610196
"TrainSubject_21","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.265194544680851
"TrainSubject_22","LAYING","GroupedMean_tBodyAcc-mean()-X",0.279959721194444
"TrainSubject_22","SITTING","GroupedMean_tBodyAcc-mean()-X",0.273583822709677
"TrainSubject_22","STANDING","GroupedMean_tBodyAcc-mean()-X",0.279053861587302
"TrainSubject_22","WALKING","GroupedMean_tBodyAcc-mean()-X",0.27886459
"TrainSubject_22","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.284458963861111
"TrainSubject_22","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.248391534566667
"TrainSubject_23","LAYING","GroupedMean_tBodyAcc-mean()-X",0.274038007986111
"TrainSubject_23","SITTING","GroupedMean_tBodyAcc-mean()-X",0.273351251617647
"TrainSubject_23","STANDING","GroupedMean_tBodyAcc-mean()-X",0.277899323235294
"TrainSubject_23","WALKING","GroupedMean_tBodyAcc-mean()-X",0.273211884237288
"TrainSubject_23","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.289897411148148
"TrainSubject_23","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.249995171031373
"TrainSubject_25","LAYING","GroupedMean_tBodyAcc-mean()-X",0.250791828613699
"TrainSubject_25","SITTING","GroupedMean_tBodyAcc-mean()-X",0.278541482461538
"TrainSubject_25","STANDING","GroupedMean_tBodyAcc-mean()-X",0.278013701621622
"TrainSubject_25","WALKING","GroupedMean_tBodyAcc-mean()-X",0.278992759054054
"TrainSubject_25","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.291329666206897
"TrainSubject_25","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.277995411384615
"TrainSubject_26","LAYING","GroupedMean_tBodyAcc-mean()-X",0.271645864540789
"TrainSubject_26","SITTING","GroupedMean_tBodyAcc-mean()-X",0.258243530166667
"TrainSubject_26","STANDING","GroupedMean_tBodyAcc-mean()-X",0.281127035405405
"TrainSubject_26","WALKING","GroupedMean_tBodyAcc-mean()-X",0.279264443728814
"TrainSubject_26","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.2792845828
"TrainSubject_26","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.272691394545455
"TrainSubject_27","LAYING","GroupedMean_tBodyAcc-mean()-X",0.274102492432432
"TrainSubject_27","SITTING","GroupedMean_tBodyAcc-mean()-X",0.273941302571429
"TrainSubject_27","STANDING","GroupedMean_tBodyAcc-mean()-X",0.279566921625
"TrainSubject_27","WALKING","GroupedMean_tBodyAcc-mean()-X",0.276849485438596
"TrainSubject_27","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.2975441875
"TrainSubject_27","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.265770253921569
"TrainSubject_28","LAYING","GroupedMean_tBodyAcc-mean()-X",0.2759134825
"TrainSubject_28","SITTING","GroupedMean_tBodyAcc-mean()-X",0.276977629444444
"TrainSubject_28","STANDING","GroupedMean_tBodyAcc-mean()-X",0.277795069113924
"TrainSubject_28","WALKING","GroupedMean_tBodyAcc-mean()-X",0.281228223888889
"TrainSubject_28","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.293642076521739
"TrainSubject_28","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.262005841764706
"TrainSubject_29","LAYING","GroupedMean_tBodyAcc-mean()-X",0.287295196811594
"TrainSubject_29","SITTING","GroupedMean_tBodyAcc-mean()-X",0.2771799775
"TrainSubject_29","STANDING","GroupedMean_tBodyAcc-mean()-X",0.277965065846154
"TrainSubject_29","WALKING","GroupedMean_tBodyAcc-mean()-X",0.271999916792453
"TrainSubject_29","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.293140441083333
"TrainSubject_29","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.265423066877551
"TrainSubject_3","LAYING","GroupedMean_tBodyAcc-mean()-X",0.275516852741935
"TrainSubject_3","SITTING","GroupedMean_tBodyAcc-mean()-X",0.257197599134615
"TrainSubject_3","STANDING","GroupedMean_tBodyAcc-mean()-X",0.280046513278689
"TrainSubject_3","WALKING","GroupedMean_tBodyAcc-mean()-X",0.275567462068966
"TrainSubject_3","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.292423484693878
"TrainSubject_3","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.260819873067797
"TrainSubject_30","LAYING","GroupedMean_tBodyAcc-mean()-X",0.281033900571429
"TrainSubject_30","SITTING","GroupedMean_tBodyAcc-mean()-X",0.268336081379032
"TrainSubject_30","STANDING","GroupedMean_tBodyAcc-mean()-X",0.277112699152542
"TrainSubject_30","WALKING","GroupedMean_tBodyAcc-mean()-X",0.276406758
"TrainSubject_30","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.283190646967742
"TrainSubject_30","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.271415642261538
"TrainSubject_5","LAYING","GroupedMean_tBodyAcc-mean()-X",0.278334325576923
"TrainSubject_5","SITTING","GroupedMean_tBodyAcc-mean()-X",0.273694139545455
"TrainSubject_5","STANDING","GroupedMean_tBodyAcc-mean()-X",0.282544390892857
"TrainSubject_5","WALKING","GroupedMean_tBodyAcc-mean()-X",0.27784234625
"TrainSubject_5","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.29354392712766
"TrainSubject_5","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.268459469914894
"TrainSubject_6","LAYING","GroupedMean_tBodyAcc-mean()-X",0.248656520140351
"TrainSubject_6","SITTING","GroupedMean_tBodyAcc-mean()-X",0.276778487454545
"TrainSubject_6","STANDING","GroupedMean_tBodyAcc-mean()-X",0.280346248596491
"TrainSubject_6","WALKING","GroupedMean_tBodyAcc-mean()-X",0.283658868070175
"TrainSubject_6","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.277045258145833
"TrainSubject_6","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.268229355098039
"TrainSubject_7","LAYING","GroupedMean_tBodyAcc-mean()-X",0.250176694038462
"TrainSubject_7","SITTING","GroupedMean_tBodyAcc-mean()-X",0.284674637291667
"TrainSubject_7","STANDING","GroupedMean_tBodyAcc-mean()-X",0.282723539433962
"TrainSubject_7","WALKING","GroupedMean_tBodyAcc-mean()-X",0.275592961754386
"TrainSubject_7","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.28030708
"TrainSubject_7","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.248706923078431
"TrainSubject_8","LAYING","GroupedMean_tBodyAcc-mean()-X",0.261254282907407
"TrainSubject_8","SITTING","GroupedMean_tBodyAcc-mean()-X",0.267491472934783
"TrainSubject_8","STANDING","GroupedMean_tBodyAcc-mean()-X",0.279620986111111
"TrainSubject_8","WALKING","GroupedMean_tBodyAcc-mean()-X",0.27468631
"TrainSubject_8","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.283484089210526
"TrainSubject_8","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-X",0.258880152048781
"TestSubject_10","LAYING","GroupedMean_tBodyAcc-mean()-Y",-0.024294484137931
"TestSubject_10","SITTING","GroupedMean_tBodyAcc-mean()-Y",-0.015042681852037
"TestSubject_10","STANDING","GroupedMean_tBodyAcc-mean()-Y",-0.0155418603409091
"TestSubject_10","WALKING","GroupedMean_tBodyAcc-mean()-Y",-0.017022351190566
"TestSubject_10","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0200050770710526
"TestSubject_10","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0143854920340426
"TestSubject_12","LAYING","GroupedMean_tBodyAcc-mean()-Y",-0.0175203917146667
"TestSubject_12","SITTING","GroupedMean_tBodyAcc-mean()-Y",-0.0157892988523529
"TestSubject_12","STANDING","GroupedMean_tBodyAcc-mean()-Y",-0.0169002543196721
"TestSubject_12","WALKING","GroupedMean_tBodyAcc-mean()-Y",-0.015560927606
"TestSubject_12","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.018084266865793
"TestSubject_12","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0263574903403846
"TestSubject_13","LAYING","GroupedMean_tBodyAcc-mean()-Y",-0.020440454366129
"TestSubject_13","SITTING","GroupedMean_tBodyAcc-mean()-Y",-0.00587732936326531
"TestSubject_13","STANDING","GroupedMean_tBodyAcc-mean()-Y",-0.0167891993964912
"TestSubject_13","WALKING","GroupedMean_tBodyAcc-mean()-Y",-0.0185660651947368
"TestSubject_13","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0143723839108511
"TestSubject_13","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0277392253910909
"TestSubject_18","LAYING","GroupedMean_tBodyAcc-mean()-Y",-0.0173937684615385
"TestSubject_18","SITTING","GroupedMean_tBodyAcc-mean()-Y",-0.0128691279736842
"TestSubject_18","STANDING","GroupedMean_tBodyAcc-mean()-Y",-0.0166353518150685
"TestSubject_18","WALKING","GroupedMean_tBodyAcc-mean()-Y",-0.0178023631866071
"TestSubject_18","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0168666920221818
"TestSubject_18","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0222060684378914
"TestSubject_2","LAYING","GroupedMean_tBodyAcc-mean()-Y",-0.0181587397583333
"TestSubject_2","SITTING","GroupedMean_tBodyAcc-mean()-Y",-0.0156879937282609
"TestSubject_2","STANDING","GroupedMean_tBodyAcc-mean()-Y",-0.0184208270166667
"TestSubject_2","WALKING","GroupedMean_tBodyAcc-mean()-Y",-0.0185949199145763
"TestSubject_2","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0226614158361702
"TestSubject_2","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0214121132045833
"TestSubject_20","LAYING","GroupedMean_tBodyAcc-mean()-Y",-0.0144406281132353
"TestSubject_20","SITTING","GroupedMean_tBodyAcc-mean()-Y",-0.0147229305131818
"TestSubject_20","STANDING","GroupedMean_tBodyAcc-mean()-Y",-0.0180695049161644
"TestSubject_20","WALKING","GroupedMean_tBodyAcc-mean()-Y",-0.021199992245098
"TestSubject_20","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.00964120773155556
"TestSubject_20","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0282258047588235
"TestSubject_24","LAYING","GroupedMean_tBodyAcc-mean()-Y",-0.0173555210111111
"TestSubject_24","SITTING","GroupedMean_tBodyAcc-mean()-Y",-0.0131255097938235
"TestSubject_24","STANDING","GroupedMean_tBodyAcc-mean()-Y",-0.0144785340348986
"TestSubject_24","WALKING","GroupedMean_tBodyAcc-mean()-Y",-0.0225446400534483
"TestSubject_24","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0145730348310909
"TestSubject_24","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0251979434569492
"TestSubject_4","LAYING","GroupedMean_tBodyAcc-mean()-Y",-0.0150031841055556
"TestSubject_4","SITTING","GroupedMean_tBodyAcc-mean()-Y",-0.007163065158
"TestSubject_4","STANDING","GroupedMean_tBodyAcc-mean()-Y",-0.00948911098553571
"TestSubject_4","WALKING","GroupedMean_tBodyAcc-mean()-Y",-0.0148399475341667
"TestSubject_4","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.00980200850666667
"TestSubject_4","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0319804295729615
"TestSubject_9","LAYING","GroupedMean_tBodyAcc-mean()-Y",-0.020526821662
"TestSubject_9","SITTING","GroupedMean_tBodyAcc-mean()-Y",-0.02701677698
"TestSubject_9","STANDING","GroupedMean_tBodyAcc-mean()-Y",-0.0200454954022222
"TestSubject_9","WALKING","GroupedMean_tBodyAcc-mean()-Y",-0.0180891971284423
"TestSubject_9","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0203994269075476
"TestSubject_9","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0195101099975714
"TrainSubject_1","LAYING","GroupedMean_tBodyAcc-mean()-Y",-0.0405139534294
"TrainSubject_1","SITTING","GroupedMean_tBodyAcc-mean()-Y",-0.00130828765170213
"TrainSubject_1","STANDING","GroupedMean_tBodyAcc-mean()-Y",-0.0161375901037736
"TrainSubject_1","WALKING","GroupedMean_tBodyAcc-mean()-Y",-0.0173838185273684
"TrainSubject_1","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.00991850461020408
"TrainSubject_1","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0239531492643396
"TrainSubject_11","LAYING","GroupedMean_tBodyAcc-mean()-Y",-0.0176598052315789
"TrainSubject_11","SITTING","GroupedMean_tBodyAcc-mean()-Y",-0.0149195616754717
"TrainSubject_11","STANDING","GroupedMean_tBodyAcc-mean()-Y",-0.0171990886595745
"TrainSubject_11","WALKING","GroupedMean_tBodyAcc-mean()-Y",-0.0166475833623729
"TrainSubject_11","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0178097721219565
"TrainSubject_11","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0303157822055556
"TrainSubject_14","LAYING","GroupedMean_tBodyAcc-mean()-Y",-0.0113424652490196
"TrainSubject_14","SITTING","GroupedMean_tBodyAcc-mean()-Y",-0.00870565463888889
"TrainSubject_14","STANDING","GroupedMean_tBodyAcc-mean()-Y",-0.01520781344
"TrainSubject_14","WALKING","GroupedMean_tBodyAcc-mean()-Y",-0.0217785380966102
"TrainSubject_14","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0200141413657778
"TrainSubject_14","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0204388180024074
"TrainSubject_15","LAYING","GroupedMean_tBodyAcc-mean()-Y",-0.0166296542054167
"TrainSubject_15","SITTING","GroupedMean_tBodyAcc-mean()-Y",-0.0117188472271186
"TrainSubject_15","STANDING","GroupedMean_tBodyAcc-mean()-Y",-0.0183516360396226
"TrainSubject_15","WALKING","GroupedMean_tBodyAcc-mean()-Y",-0.0170809740090741
"TrainSubject_15","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.00563047804309524
"TrainSubject_15","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0287523860708333
"TrainSubject_16","LAYING","GroupedMean_tBodyAcc-mean()-Y",-0.0166103510562857
"TrainSubject_16","SITTING","GroupedMean_tBodyAcc-mean()-Y",-0.0102497939956522
"TrainSubject_16","STANDING","GroupedMean_tBodyAcc-mean()-Y",-0.0165999672935897
"TrainSubject_16","WALKING","GroupedMean_tBodyAcc-mean()-Y",-0.0204286929452941
"TrainSubject_16","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0183898583787234
"TrainSubject_16","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0143654945011765
"TrainSubject_17","LAYING","GroupedMean_tBodyAcc-mean()-Y",-0.0168462006729577
"TrainSubject_17","SITTING","GroupedMean_tBodyAcc-mean()-Y",-0.014156274084375
"TrainSubject_17","STANDING","GroupedMean_tBodyAcc-mean()-Y",-0.0174120064169231
"TrainSubject_17","WALKING","GroupedMean_tBodyAcc-mean()-Y",-0.0184875403339344
"TrainSubject_17","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0167359404347826
"TrainSubject_17","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0228645614308333
"TrainSubject_19","LAYING","GroupedMean_tBodyAcc-mean()-Y",-0.0171426864421687
"TrainSubject_19","SITTING","GroupedMean_tBodyAcc-mean()-Y",-0.016739260030137
"TrainSubject_19","STANDING","GroupedMean_tBodyAcc-mean()-Y",-0.0154244056945205
"TrainSubject_19","WALKING","GroupedMean_tBodyAcc-mean()-Y",-0.0191773587903846
"TrainSubject_19","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0145942275069487
"TrainSubject_19","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0303986615775
"TrainSubject_21","LAYING","GroupedMean_tBodyAcc-mean()-Y",-0.0184233048415556
"TrainSubject_21","SITTING","GroupedMean_tBodyAcc-mean()-Y",-0.0144009705494118
"TrainSubject_21","STANDING","GroupedMean_tBodyAcc-mean()-Y",-0.0167084730205618
"TrainSubject_21","WALKING","GroupedMean_tBodyAcc-mean()-Y",-0.0181610317526923
"TrainSubject_21","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0173195390157778
"TrainSubject_21","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0237218695148936
"TrainSubject_22","LAYING","GroupedMean_tBodyAcc-mean()-Y",-0.0142629864502778
"TrainSubject_22","SITTING","GroupedMean_tBodyAcc-mean()-Y",-0.0123468446419355
"TrainSubject_22","STANDING","GroupedMean_tBodyAcc-mean()-Y",-0.0158563207496825
"TrainSubject_22","WALKING","GroupedMean_tBodyAcc-mean()-Y",-0.0167213607957174
"TrainSubject_22","WALKING_DOWNSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0197999371686389
"TrainSubject_22","WALKING_UPSTAIRS","GroupedMean_tBodyAcc-mean()-Y",-0.0268622561133333
"TrainSubject_23","LAYING","GroupedMean_tBodyAcc-mean()-Y",-0.0216553835833333
"TrainSubject_23","SITTING","GroupedMean_tBodyAcc-mean()-Y",-0.0133945015676471
"TrainSubject_23","STANDING","GroupedMean_tBodyAcc-mean()-Y",-0.0177475547867647
